путь,категории_ПДн,количество_находок,УЗ,формат_файла
/home/termit/dataset/Прочее/Course%20syllabus%20sample_Scientific%20research%20design%20of%20urban%20environment.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/522.pdf,ФИО:131; Email:1; Здоровье:2,134,1,pdf
/home/termit/dataset/Прочее/Приказ ЮФУ от 07.02.2022  N 24-ОД.pdf,ФИО:349; Дата рождения:3; Здоровье:1,353,1,pdf
/home/termit/dataset/Прочее/105_order_Spanish_courses.pdf,ФИО:266; Телефон:4; Email:4; Расовая/национальная принадлежность:1,275,1,pdf
/home/termit/dataset/Прочее/Orbit.pdf,ФИО:4,4,4,pdf
/home/termit/dataset/Прочее/ingak_description.pdf,ФИО:284; Email:1; Дата рождения:2; Адрес:1,288,3,pdf
/home/termit/dataset/Прочее/РУКОВОДСТВО_ПО_БРЕНДИНГУ_2025.pdf,ФИО:213; Телефон:4; Email:5,222,3,pdf
/home/termit/dataset/Прочее/П216-ОД.pdf,ФИО:277; Email:2; Религия/политика:5,284,1,pdf
/home/termit/dataset/Прочее/ist_soc_rab.pdf,ФИО:257; Адрес:2,259,3,pdf
/home/termit/dataset/Прочее/Сведения о доходах врио ректора ФГАОУ ВО ЮФУ 2018.xls,ФИО:24,24,4,xls
/home/termit/dataset/Прочее/sved_o_d_m_2015.xls,ФИО:13,13,4,xls
/home/termit/dataset/Прочее/Выписка из реестра ГА 06.05.01 06.05.02.pdf,ФИО:48; Дата рождения:3; Адрес:1; ИНН:1,53,3,pdf
/home/termit/dataset/Прочее/П2274 АБИМ.pdf,ФИО:18; Дата рождения:5,23,4,pdf
/home/termit/dataset/Прочее/%D0%A0%D0%90%D0%A1_1338-%D0%A0%20%D0%9A%D1%80%20%D1%81%D1%82%D0%BE%D0%BB%20%D0%94%D0%9D%D0%9A.pdf,ФИО:72,72,3,pdf
/home/termit/dataset/Прочее/Sootv_asp_2025.pdf,ФИО:224; Дата рождения:1; Здоровье:10; Расовая/национальная принадлежность:4,239,1,pdf
/home/termit/dataset/Прочее/патентов и ПЭВМ - ЮФУ.pdf,ФИО:2992; Дата рождения:599; ИНН:43; Здоровье:3; Расовая/национальная принадлежность:2,3639,1,pdf
/home/termit/dataset/Прочее/gender_equality_plan.pdf,Дата рождения:4; Банковская карта:1,5,2,pdf
/home/termit/dataset/Прочее/11.07.2023%20%20%D0%9F229-%D0%9E%D0%94%20%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BE%20%D1%82%D0%BE%D1%87%D0%BA%D0%B5%20%D0%BA%D0%B8%D0%BF%D0%B5%D0%BD%D0%B8%D1%8F.pdf,ФИО:251; Адрес:1; Здоровье:1,253,1,pdf
/home/termit/dataset/Прочее/FCP_competitions-notice.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/%D0%9F%D0%90%D0%9C%D0%AF%D0%A2%D0%9A%D0%90%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D1%80%D0%B8%D0%B5%D0%B7%D0%B6%D0%B0%D1%8E%D1%89%D0%B8%D1%85%202025.pdf,ФИО:122; Телефон:4; Email:4; Дата рождения:2; Адрес:10,142,3,pdf
/home/termit/dataset/Прочее/Business%20in%20Tourism%20and%20Hospitality.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/24.11.2020 - форма согласия соискателя.docx,ФИО:92; Дата рождения:2; Адрес:1,95,3,docx
/home/termit/dataset/Прочее/%D0%9F%D0%A0%D0%9E%D0%93%D0%A0%D0%90%D0%9C%D0%9C%D0%90%20%D0%9C%D0%9D%D0%9F%D0%9A%20.pdf,ФИО:785; Телефон:1; Email:1; Адрес:2; Здоровье:3; Расовая/национальная принадлежность:1,793,1,pdf
/home/termit/dataset/Прочее/Azov_conf-requirements.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/%D0%A0%D0%9F%D0%94%20%D0%B8%20%D0%9A%D0%9F%2015.02.10%20(2).pdf,ФИО:1384; Дата рождения:26; Здоровье:1; Религия/политика:1; Расовая/национальная принадлежность:1,1413,1,pdf
/home/termit/dataset/Прочее/samoobsled_2024.pdf,ФИО:2674; Телефон:1; Дата рождения:4; СНИЛС:1; Банковская карта:1; Здоровье:14; Расовая/национальная принадлежность:7,2702,1,pdf
/home/termit/dataset/Прочее/49PSMN519.pdf,ФИО:429; Email:19; ИНН:1; Здоровье:6,455,1,pdf
/home/termit/dataset/Прочее/5.9.6_sp.pdf,ФИО:465; Расовая/национальная принадлежность:4,469,1,pdf
/home/termit/dataset/Прочее/Protokol_prez_N2.pdf,ФИО:630; Телефон:1; Email:1; Адрес:3,635,3,pdf
/home/termit/dataset/Прочее/Freedom%20of%20Speech%20and%20Academic%20Freedom%20Code%20of%20Practice%20-%20v3.4.pdf,Email:7,7,4,pdf
/home/termit/dataset/Прочее/izo.pdf,ФИО:88,88,3,pdf
/home/termit/dataset/Прочее/2.3.5.pdf,ФИО:70; Здоровье:1,71,1,pdf
/home/termit/dataset/Прочее/upr_pr.pdf,ФИО:152; Здоровье:9,161,1,pdf
/home/termit/dataset/Прочее/Protokol_6_06.09.2023.pdf,ФИО:435; Телефон:2; Email:2; Адрес:1; Расовая/национальная принадлежность:1,441,1,pdf
/home/termit/dataset/Прочее/teor_osn.pdf,ФИО:823; Адрес:1; Здоровье:11,835,1,pdf
/home/termit/dataset/Прочее/IVD_2__1_Gorgorova.pdf_0704d8bae0.pdf,ФИО:433; Дата рождения:2,435,3,pdf
/home/termit/dataset/Прочее/Anexos_stud_conf_2021_ru.doc,ФИО:100; Здоровье:1,101,1,doc
/home/termit/dataset/Прочее/President_Grants-2018-info.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/pfhd_2023_01.pdf,ФИО:345; Телефон:1; Дата рождения:2; ИНН:1,349,3,pdf
/home/termit/dataset/Прочее/44.04.01_ph_obr.pdf,ФИО:281,281,3,pdf
/home/termit/dataset/Прочее/9ld9ylp04noekda30doh1pe1qjxt7md9.pdf,ФИО:209; Дата рождения:1,210,3,pdf
/home/termit/dataset/Прочее/mash_ob.pdf,ФИО:151; Дата рождения:3; Адрес:1; Здоровье:3,158,1,pdf
/home/termit/dataset/Прочее/37.04.01.pdf,ФИО:262; Адрес:1; Здоровье:1,264,1,pdf
/home/termit/dataset/Прочее/Congreso_Anexos_rus_2025.docx,ФИО:75,75,3,docx
/home/termit/dataset/Прочее/d1e7a0684a9e51c599fb223264e96189.pdf,ФИО:434; Email:1; Дата рождения:2; Адрес:2,439,3,pdf
/home/termit/dataset/Прочее/eko_mon.pdf,ФИО:263,263,3,pdf
/home/termit/dataset/Прочее/obrab_inf.pdf,ФИО:177,177,3,pdf
/home/termit/dataset/Прочее/stranoved.pdf,ФИО:268; Адрес:1,269,3,pdf
/home/termit/dataset/Прочее/%D0%A0%D0%90%D0%A1%D0%9F211-%D1%80%20%20%D0%B0%D0%BA%D1%82%D1%83%D0%B0%D0%BB%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F%20%20%D0%B4%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D0%B2_0.pdf,ФИО:33; Email:2,35,4,pdf
/home/termit/dataset/Прочее/Application-Offer-Form.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/obsh.pdf,ФИО:177; Дата рождения:1; Религия/политика:1; Расовая/национальная принадлежность:1,180,1,pdf
/home/termit/dataset/Прочее/ece_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/VSOCH_2025.pdf,ФИО:376; Здоровье:3; Расовая/национальная принадлежность:8,387,1,pdf
/home/termit/dataset/Прочее/%D0%A0%D0%90%D0%A1_669-%D1%80.pdf,ФИО:26,26,4,pdf
/home/termit/dataset/Прочее/54.04.02.pdf,ФИО:156,156,3,pdf
/home/termit/dataset/Прочее/bezop_komp.pdf,ФИО:152,152,3,pdf
/home/termit/dataset/Прочее/%D0%9F1631_%D0%9E%D0%9F%20%D0%B8%20%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0%20%D0%B2%D0%BE%D1%81%D0%BF%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D1%8F.pdf,ФИО:25; Дата рождения:3,28,4,pdf
/home/termit/dataset/Прочее/aerospace_engg_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/E_brochure_08022024.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/П1438.pdf,ФИО:36; Дата рождения:2,38,4,pdf
/home/termit/dataset/Прочее/formulario_inscripcion_dele_2022.pdf,Email:5,5,4,pdf
/home/termit/dataset/Прочее/06.04.02.pdf,ФИО:439; Здоровье:1; Расовая/национальная принадлежность:1,441,1,pdf
/home/termit/dataset/Прочее/bio_ino.pdf,ФИО:478; Здоровье:1,479,1,pdf
/home/termit/dataset/Прочее/Ukaz Prezidenta 478_16.08.21.pdf,ФИО:1464; Здоровье:3,1467,1,pdf
/home/termit/dataset/Прочее/38.04.02.pdf,ФИО:103; Здоровье:1,104,1,pdf
/home/termit/dataset/Прочее/AI-SANA_2603.pdf,ФИО:169,169,3,pdf
/home/termit/dataset/Прочее/BSc_MSc_Basic_Science_brochure_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Инструкция по работе с информационными ресурсами.doc,ФИО:1411; Email:1; Дата рождения:26,1438,3,doc
/home/termit/dataset/Прочее/pravila_priema_v_bakalavriat_spetsialitet_bazov_vo_magistraturu_spets_vo_na_2025-26.pdf,ФИО:2065; Дата рождения:10; Здоровье:2; Расовая/национальная принадлежность:1,2078,1,pdf
/home/termit/dataset/Прочее/02.04.02_rob.pdf,ФИО:468; Здоровье:1,469,1,pdf
/home/termit/dataset/Прочее/sved_o_d_u_2017.xls,ФИО:18,18,4,xls
/home/termit/dataset/Прочее/ПП_2025_19.01.2025_итог.pdf,ФИО:2975; Телефон:16; Email:3; Дата рождения:4; Адрес:4; Здоровье:2; Расовая/национальная принадлежность:39,3043,1,pdf
/home/termit/dataset/Прочее/vsp_isp_ogran_zdorov.pdf,ФИО:136,136,3,pdf
/home/termit/dataset/Прочее/216e9fc932f0a2027c207d9b1bb2e0cd.pdf,ФИО:1503; Адрес:5,1508,3,pdf
/home/termit/dataset/Прочее/17437679069420.pdf,ФИО:9; Адрес:8,17,4,pdf
/home/termit/dataset/Прочее/Prikaz-1928_Application2-IC_codes.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/%D0%A0502%20%D0%A4%D1%80%D0%BE%D0%BD%D1%82%D0%B8%D1%80%D1%8B%20%D0%BA%D0%B0%D1%80%D1%8C%D0%B5%D1%80%D1%8B.pdf,ФИО:102; Дата рождения:1,103,3,pdf
/home/termit/dataset/Прочее/fk.pdf,ФИО:680; Дата рождения:5,685,3,pdf
/home/termit/dataset/Прочее/sved_o_d_r_2015.xls,ФИО:20,20,4,xls
/home/termit/dataset/Прочее/47.04.01.pdf,ФИО:248; Здоровье:4,252,1,pdf
/home/termit/dataset/Прочее/ist_isk.pdf,ФИО:186; Здоровье:4,190,1,pdf
/home/termit/dataset/Прочее/40_04_01_program_mag_2025.pdf,ФИО:751; Дата рождения:4; Адрес:3,758,3,pdf
/home/termit/dataset/Прочее/5.10.1.pdf,ФИО:419; Дата рождения:1; Адрес:1; Здоровье:5,426,1,pdf
/home/termit/dataset/Прочее/49.04.03.pdf,ФИО:379; Адрес:2,381,3,pdf
/home/termit/dataset/Прочее/11.04.01.pdf,ФИО:186; Здоровье:6,192,1,pdf
/home/termit/dataset/Прочее/sved_o_d_r_2012-2014.docx,ФИО:113,113,3,docx
/home/termit/dataset/Прочее/polozhenie_o_thesis_2024.pdf,ФИО:896; Дата рождения:2; Здоровье:3,901,1,pdf
/home/termit/dataset/Прочее/Horario_Aula_Hispanica_octubre-diciembre_2020.doc,ФИО:42; Email:2; Расовая/национальная принадлежность:4,48,1,doc
/home/termit/dataset/Прочее/Rasporiagenie-1092-p_report-form.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/Otchet_2012.pdf,ФИО:154; Религия/политика:1,155,1,pdf
/home/termit/dataset/Прочее/%D0%A0545_0.pdf,ФИО:26; Адрес:2,28,4,pdf
/home/termit/dataset/Прочее/emir-frandt-request-for-proposal.pdf,Email:3,3,4,pdf
/home/termit/dataset/Прочее/confl25.pdf,ФИО:109; Телефон:2; Email:2; Адрес:1; Расовая/национальная принадлежность:1,115,1,pdf
/home/termit/dataset/Прочее/П72-ОД_37.05.01_Клиническая психология.pdf,ФИО:382; Здоровье:1,383,1,pdf
/home/termit/dataset/Прочее/sved_o_d_f_v_2014.doc,ФИО:9; Дата рождения:1,10,4,doc
/home/termit/dataset/Прочее/PP%20BSM%202025.pdf,ФИО:3257; Дата рождения:16; Адрес:1; Здоровье:5; Расовая/национальная принадлежность:3,3282,1,pdf
/home/termit/dataset/Прочее/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D1%87%D1%91%D1%82%20%D0%A2%D0%9A%20%D0%AE%D0%A4%D0%A3.pdf,ФИО:286; Дата рождения:6; Здоровье:2,294,1,pdf
/home/termit/dataset/Прочее/%D0%90%D0%BD%D0%BD%D0%BE%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%90%D0%9F%D0%A6%D0%9F%D0%B8%D0%A6%D0%AD.pdf,Email:2,2,4,pdf
/home/termit/dataset/Прочее/sved_o_d_gb_2015.xls,ФИО:18,18,4,xls
/home/termit/dataset/Прочее/Приказ ФСТЭК России от 30.10.2018 N 193.docx,ФИО:1006; Дата рождения:16; Расовая/национальная принадлежность:1,1023,1,docx
/home/termit/dataset/Прочее/HiTech_Vitoshko.pdf,Телефон:2; Email:1,3,4,pdf
/home/termit/dataset/Прочее/ris_cher.pdf,ФИО:162,162,3,pdf
/home/termit/dataset/Прочее/15.04.04.pdf,ФИО:153; Здоровье:7,160,1,pdf
/home/termit/dataset/Прочее/International%20transport%20law.pdf,Email:2,2,4,pdf
/home/termit/dataset/Прочее/766.pdf,Дата рождения:18,18,4,pdf
/home/termit/dataset/Прочее/eko_str.pdf,ФИО:245; Здоровье:1,246,1,pdf
/home/termit/dataset/Прочее/P201-OD.pdf,ФИО:732; Дата рождения:14,746,3,pdf
/home/termit/dataset/Прочее/Course%20syllabus%20sample_Urban%20development.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Highlights 18.pdf,Email:16,16,4,pdf
/home/termit/dataset/Прочее/5.7.8.pdf,ФИО:481; Дата рождения:1; Здоровье:3; Религия/политика:5,490,1,pdf
/home/termit/dataset/Прочее/44.04.01_issled.pdf,ФИО:163,163,3,pdf
/home/termit/dataset/Прочее/2.2.16.pdf,ФИО:137; Адрес:1; Здоровье:1,139,1,pdf
/home/termit/dataset/Прочее/Molecular_spectrostroscopy.pdf,Email:1; Дата рождения:1,2,4,pdf
/home/termit/dataset/Прочее/Р688.pdf,ФИО:431; Email:1; Дата рождения:16; Адрес:3; ИНН:1; Банковский счёт:1,453,2,pdf
/home/termit/dataset/Прочее/Azov_conf-application.rtf,Email:1,1,4,rtf
/home/termit/dataset/Прочее/%D0%9C%D0%B5%D1%80%D0%BE%D0%BF%D1%80%D0%B8%D1%8F%D1%82%D0%B8%D1%8F_%D0%9D%D0%90%D0%9C_%D0%B2%D0%B5%D1%81%D0%BD%D0%B0_2022.pdf,ФИО:77; Дата рождения:21,98,3,pdf
/home/termit/dataset/Прочее/12.04.01_r.pdf,ФИО:84; Здоровье:1,85,1,pdf
/home/termit/dataset/Прочее/27.04.04.pdf,ФИО:128; Здоровье:6,134,1,pdf
/home/termit/dataset/Прочее/Ukaz Prezidenta 364_15.06.15.rtf,ФИО:948; Здоровье:2,950,1,rtf
/home/termit/dataset/Прочее/IDP.pdf,Дата рождения:2,2,4,pdf
/home/termit/dataset/Прочее/sved_o_d_n_2017.xls,ФИО:24,24,4,xls
/home/termit/dataset/Прочее/Согласие участника конкурса.docx,ФИО:40; Дата рождения:2; Адрес:1,43,4,docx
/home/termit/dataset/Прочее/Progress%20report%20on%20the%20implementation%20of%20the%20Excellence%20Initiative%20-%20Research%20University%20by%20TUL.pdf,Email:1; Банковская карта:3,4,2,pdf
/home/termit/dataset/Прочее/Prot1_17.10.2024.pdf,ФИО:304; Дата рождения:13; СНИЛС:206,523,2,pdf
/home/termit/dataset/Прочее/28.04.01_r.pdf,ФИО:125; Здоровье:2,127,1,pdf
/home/termit/dataset/Прочее/APS.docx,ФИО:4; Email:1,5,4,docx
/home/termit/dataset/Прочее/poryadok asp 1259.docx,ФИО:33,33,4,docx
/home/termit/dataset/Прочее/ry_ino.pdf,ФИО:117; Расовая/национальная принадлежность:11,128,1,pdf
/home/termit/dataset/Прочее/bpharma_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Pravila_priema_2025_na_sait.pdf,ФИО:2693; Здоровье:2; Расовая/национальная принадлежность:4,2699,1,pdf
/home/termit/dataset/Прочее/5.9.8.pdf,ФИО:242; Здоровье:2; Расовая/национальная принадлежность:5,249,1,pdf
/home/termit/dataset/Прочее/ris.pdf,ФИО:102,102,3,pdf
/home/termit/dataset/Прочее/П1149_21.05.2025.pdf,ФИО:498; Дата рождения:23; Адрес:6; ИНН:6; Банковский счёт:18,551,2,pdf
/home/termit/dataset/Прочее/%D0%90%D1%80%D1%82%D0%B5%D0%BC%20%D0%A8%D0%B0%D0%B4%D1%80%D0%B8%D0%BD.pdf,ФИО:230; Здоровье:5,235,1,pdf
/home/termit/dataset/Прочее/%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_2025_%D0%A3%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%BE_%D0%9E%D1%80%D0%B3%D0%BA%D0%BE%D0%BC%D0%B8%D1%82%D0%B5%D1%82%D0%BE%D0%BC.pdf,ФИО:273; Расовая/национальная принадлежность:2,275,1,pdf
/home/termit/dataset/Прочее/FK_sport.pdf,ФИО:1207; Адрес:2; Здоровье:7,1216,1,pdf
/home/termit/dataset/Прочее/Индивидуальный план работы аспиранта для набора 2022 г. (5).docx,ФИО:109,109,3,docx
/home/termit/dataset/Прочее/П47-ОД_10.03.2023.pdf,ФИО:378; Адрес:1; Здоровье:1,380,1,pdf
/home/termit/dataset/Прочее/44.04.03.pdf,ФИО:312; Здоровье:1,313,1,pdf
/home/termit/dataset/Прочее/DSU_City_innovation_Campus_Programs_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Integrated Marine Research Center.pdf,Телефон:2; Email:2,4,4,pdf
/home/termit/dataset/Прочее/Planes2016_rus.pdf,ФИО:359; Расовая/национальная принадлежность:1,360,1,pdf
/home/termit/dataset/Прочее/osn_geo_obr.pdf,ФИО:321,321,3,pdf
/home/termit/dataset/Прочее/upr_kiber.pdf,ФИО:177; Здоровье:6,183,1,pdf
/home/termit/dataset/Прочее/ris_zhiv.pdf,ФИО:199; Здоровье:1,200,1,pdf
/home/termit/dataset/Прочее/Media-Kit_KG_2020.pdf,ФИО:400; Телефон:74; Адрес:34; Здоровье:8,516,1,pdf
/home/termit/dataset/Прочее/%D0%B7%D0%B0%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BD%D0%B0%20%D1%83%D1%87%D0%B0%D1%81%D1%82%D0%B8%D0%B5%20%D0%B2%20%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B5%20%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%D0%B0.docx,ФИО:18,18,4,docx
/home/termit/dataset/Прочее/%D0%9F1620_%D0%9F%D0%BB%D0%B0%D0%BD%20%D0%92%D0%A0%20%D0%BD%D0%B0%202021-2022%20%D1%83%D1%87.%D0%B3%D0%BE%D0%B4.pdf,ФИО:1708; Дата рождения:412; Здоровье:1; Религия/политика:1; Расовая/национальная принадлежность:2,2124,1,pdf
/home/termit/dataset/Прочее/П70-ОД_37.03.01 Психология.pdf,ФИО:345; Здоровье:1,346,1,pdf
/home/termit/dataset/Прочее/38.04.01.pdf,ФИО:188,188,3,pdf
/home/termit/dataset/Прочее/24.11.2020 - форма заявления на участие в конкурсе.docx,ФИО:24; Email:1,25,4,docx
/home/termit/dataset/Прочее/06.04.01.pdf,ФИО:144; Здоровье:1,145,1,pdf
/home/termit/dataset/Прочее/%D0%91%D1%83%D1%85%D0%B3%D0%B0%D0%BB%D1%82%D0%B5%D1%80.pdf,ФИО:34; Адрес:1; Здоровье:1,36,1,pdf
/home/termit/dataset/Прочее/sved_o_d_gb_2017.xls,ФИО:20,20,4,xls
/home/termit/dataset/Прочее/P138_16.05.2023.pdf,ФИО:209,209,3,pdf
/home/termit/dataset/Прочее/%D0%B7%D0%B0%D1%8F%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5.docx,ФИО:36; Дата рождения:1; Адрес:1,38,4,docx
/home/termit/dataset/Прочее/5.2.3.pdf,ФИО:288; Дата рождения:2; Здоровье:1,291,1,pdf
/home/termit/dataset/Прочее/%20%D1%81%D0%BE%D0%B3%D0%BB%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D0%B5.pdf,ФИО:613; Email:2; Дата рождения:1,616,3,pdf
/home/termit/dataset/Прочее/sved_o_d_u_2015.xls,ФИО:22,22,4,xls
/home/termit/dataset/Прочее/DSU_Main_Campus_Programs_2025.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/Course%20syllabus%20Sociology%20of%20the%20Internet.pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/sved_dohod_2023.pdf,ФИО:52; Телефон:1; Email:1; Дата рождения:1; ИНН:1,56,3,pdf
/home/termit/dataset/Прочее/Aula_Hispánica_vesna_2018_rus.doc,ФИО:52; Email:2; Расовая/национальная принадлежность:3,57,1,doc
/home/termit/dataset/Прочее/Договор.docx,ФИО:191; Дата рождения:1; Адрес:1; ИНН:1; Банковский счёт:1,195,2,docx
/home/termit/dataset/Прочее/2190-4286-12-49.pdf,Email:2; Банковская карта:1,3,2,pdf
/home/termit/dataset/Прочее/Folleto_cursos_ruso1.pdf,Email:5,5,4,pdf
/home/termit/dataset/Прочее/Course%20syllabus%20(Model-analytical%20and%20Strategic%20Research%20Methods).pdf,Email:1,1,4,pdf
/home/termit/dataset/Прочее/%D0%A0%D0%90%D0%A1_95-%D1%80%20%D0%9F%D1%80%D0%B5%D1%81%D1%82%D0%B8%D0%B6%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BE%D0%B4%D0%B0%D1%82%D0%B5%D0%BB%D0%B5%D0%B9.pdf,ФИО:58; Адрес:1,59,3,pdf
